eventID,occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementMethod
IYS:GoA2020:Stn3:trawl:sample:198,IYS:GoA2020:Stn3:trawl:sample:198:occ,IYS:GoA2020:Stn3:trawl:sample:198:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,303,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:199,IYS:GoA2020:Stn3:trawl:sample:199:occ,IYS:GoA2020:Stn3:trawl:sample:199:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,280,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:199,IYS:GoA2020:Stn3:trawl:sample:199:occ,IYS:GoA2020:Stn3:trawl:sample:199:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:199,IYS:GoA2020:Stn3:trawl:sample:199:occ,IYS:GoA2020:Stn3:trawl:sample:199:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,185,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:200,IYS:GoA2020:Stn3:trawl:sample:200:occ,IYS:GoA2020:Stn3:trawl:sample:200:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,300,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:200,IYS:GoA2020:Stn3:trawl:sample:200:occ,IYS:GoA2020:Stn3:trawl:sample:200:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,72,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:200,IYS:GoA2020:Stn3:trawl:sample:200:occ,IYS:GoA2020:Stn3:trawl:sample:200:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,255,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:201,IYS:GoA2020:Stn3:trawl:sample:201:occ,IYS:GoA2020:Stn3:trawl:sample:201:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,302,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:201,IYS:GoA2020:Stn3:trawl:sample:201:occ,IYS:GoA2020:Stn3:trawl:sample:201:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,46,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:201,IYS:GoA2020:Stn3:trawl:sample:201:occ,IYS:GoA2020:Stn3:trawl:sample:201:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,238,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:202,IYS:GoA2020:Stn3:trawl:sample:202:occ,IYS:GoA2020:Stn3:trawl:sample:202:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,304,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:202,IYS:GoA2020:Stn3:trawl:sample:202:occ,IYS:GoA2020:Stn3:trawl:sample:202:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:202,IYS:GoA2020:Stn3:trawl:sample:202:occ,IYS:GoA2020:Stn3:trawl:sample:202:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,253,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:203,IYS:GoA2020:Stn3:trawl:sample:203:occ,IYS:GoA2020:Stn3:trawl:sample:203:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,317,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:203,IYS:GoA2020:Stn3:trawl:sample:203:occ,IYS:GoA2020:Stn3:trawl:sample:203:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,55,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:203,IYS:GoA2020:Stn3:trawl:sample:203:occ,IYS:GoA2020:Stn3:trawl:sample:203:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,296,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:204,IYS:GoA2020:Stn3:trawl:sample:204:occ,IYS:GoA2020:Stn3:trawl:sample:204:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,291,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:204,IYS:GoA2020:Stn3:trawl:sample:204:occ,IYS:GoA2020:Stn3:trawl:sample:204:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:204,IYS:GoA2020:Stn3:trawl:sample:204:occ,IYS:GoA2020:Stn3:trawl:sample:204:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,209,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:205,IYS:GoA2020:Stn3:trawl:sample:205:occ,IYS:GoA2020:Stn3:trawl:sample:205:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,319,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:205,IYS:GoA2020:Stn3:trawl:sample:205:occ,IYS:GoA2020:Stn3:trawl:sample:205:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,37,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:205,IYS:GoA2020:Stn3:trawl:sample:205:occ,IYS:GoA2020:Stn3:trawl:sample:205:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,281,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:206,IYS:GoA2020:Stn3:trawl:sample:206:occ,IYS:GoA2020:Stn3:trawl:sample:206:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,291,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:206,IYS:GoA2020:Stn3:trawl:sample:206:occ,IYS:GoA2020:Stn3:trawl:sample:206:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,40,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:206,IYS:GoA2020:Stn3:trawl:sample:206:occ,IYS:GoA2020:Stn3:trawl:sample:206:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,230,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:207,IYS:GoA2020:Stn3:trawl:sample:207:occ,IYS:GoA2020:Stn3:trawl:sample:207:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,309,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:207,IYS:GoA2020:Stn3:trawl:sample:207:occ,IYS:GoA2020:Stn3:trawl:sample:207:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,44,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:207,IYS:GoA2020:Stn3:trawl:sample:207:occ,IYS:GoA2020:Stn3:trawl:sample:207:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,255,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:208,IYS:GoA2020:Stn3:trawl:sample:208:occ,IYS:GoA2020:Stn3:trawl:sample:208:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,294,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:208,IYS:GoA2020:Stn3:trawl:sample:208:occ,IYS:GoA2020:Stn3:trawl:sample:208:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,44,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:208,IYS:GoA2020:Stn3:trawl:sample:208:occ,IYS:GoA2020:Stn3:trawl:sample:208:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,215,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:209,IYS:GoA2020:Stn3:trawl:sample:209:occ,IYS:GoA2020:Stn3:trawl:sample:209:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,320,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:209,IYS:GoA2020:Stn3:trawl:sample:209:occ,IYS:GoA2020:Stn3:trawl:sample:209:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,49,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:209,IYS:GoA2020:Stn3:trawl:sample:209:occ,IYS:GoA2020:Stn3:trawl:sample:209:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,268,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:210,IYS:GoA2020:Stn3:trawl:sample:210:occ,IYS:GoA2020:Stn3:trawl:sample:210:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,385,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:210,IYS:GoA2020:Stn3:trawl:sample:210:occ,IYS:GoA2020:Stn3:trawl:sample:210:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,40,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:210,IYS:GoA2020:Stn3:trawl:sample:210:occ,IYS:GoA2020:Stn3:trawl:sample:210:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,330,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:211,IYS:GoA2020:Stn3:trawl:sample:211:occ,IYS:GoA2020:Stn3:trawl:sample:211:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,298,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:211,IYS:GoA2020:Stn3:trawl:sample:211:occ,IYS:GoA2020:Stn3:trawl:sample:211:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,48,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:211,IYS:GoA2020:Stn3:trawl:sample:211:occ,IYS:GoA2020:Stn3:trawl:sample:211:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,237,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:212,IYS:GoA2020:Stn3:trawl:sample:212:occ,IYS:GoA2020:Stn3:trawl:sample:212:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,275,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:212,IYS:GoA2020:Stn3:trawl:sample:212:occ,IYS:GoA2020:Stn3:trawl:sample:212:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,50,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:212,IYS:GoA2020:Stn3:trawl:sample:212:occ,IYS:GoA2020:Stn3:trawl:sample:212:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,159,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:213,IYS:GoA2020:Stn3:trawl:sample:213:occ,IYS:GoA2020:Stn3:trawl:sample:213:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,312,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:213,IYS:GoA2020:Stn3:trawl:sample:213:occ,IYS:GoA2020:Stn3:trawl:sample:213:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,82,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:213,IYS:GoA2020:Stn3:trawl:sample:213:occ,IYS:GoA2020:Stn3:trawl:sample:213:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,240,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:214,IYS:GoA2020:Stn3:trawl:sample:214:occ,IYS:GoA2020:Stn3:trawl:sample:214:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,297,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:214,IYS:GoA2020:Stn3:trawl:sample:214:occ,IYS:GoA2020:Stn3:trawl:sample:214:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,48,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:214,IYS:GoA2020:Stn3:trawl:sample:214:occ,IYS:GoA2020:Stn3:trawl:sample:214:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,242,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:215,IYS:GoA2020:Stn3:trawl:sample:215:occ,IYS:GoA2020:Stn3:trawl:sample:215:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,304,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:215,IYS:GoA2020:Stn3:trawl:sample:215:occ,IYS:GoA2020:Stn3:trawl:sample:215:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:215,IYS:GoA2020:Stn3:trawl:sample:215:occ,IYS:GoA2020:Stn3:trawl:sample:215:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,241,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:216,IYS:GoA2020:Stn3:trawl:sample:216:occ,IYS:GoA2020:Stn3:trawl:sample:216:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,329,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:216,IYS:GoA2020:Stn3:trawl:sample:216:occ,IYS:GoA2020:Stn3:trawl:sample:216:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:216,IYS:GoA2020:Stn3:trawl:sample:216:occ,IYS:GoA2020:Stn3:trawl:sample:216:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,301,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:217,IYS:GoA2020:Stn3:trawl:sample:217:occ,IYS:GoA2020:Stn3:trawl:sample:217:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,288,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:217,IYS:GoA2020:Stn3:trawl:sample:217:occ,IYS:GoA2020:Stn3:trawl:sample:217:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:217,IYS:GoA2020:Stn3:trawl:sample:217:occ,IYS:GoA2020:Stn3:trawl:sample:217:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,207,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:218,IYS:GoA2020:Stn3:trawl:sample:218:occ,IYS:GoA2020:Stn3:trawl:sample:218:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,303,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:218,IYS:GoA2020:Stn3:trawl:sample:218:occ,IYS:GoA2020:Stn3:trawl:sample:218:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:218,IYS:GoA2020:Stn3:trawl:sample:218:occ,IYS:GoA2020:Stn3:trawl:sample:218:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,261,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:219,IYS:GoA2020:Stn3:trawl:sample:219:occ,IYS:GoA2020:Stn3:trawl:sample:219:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,317,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:219,IYS:GoA2020:Stn3:trawl:sample:219:occ,IYS:GoA2020:Stn3:trawl:sample:219:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,46,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:219,IYS:GoA2020:Stn3:trawl:sample:219:occ,IYS:GoA2020:Stn3:trawl:sample:219:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,313,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:220,IYS:GoA2020:Stn3:trawl:sample:220:occ,IYS:GoA2020:Stn3:trawl:sample:220:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,343,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:220,IYS:GoA2020:Stn3:trawl:sample:220:occ,IYS:GoA2020:Stn3:trawl:sample:220:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,54,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:220,IYS:GoA2020:Stn3:trawl:sample:220:occ,IYS:GoA2020:Stn3:trawl:sample:220:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,314,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:221,IYS:GoA2020:Stn3:trawl:sample:221:occ,IYS:GoA2020:Stn3:trawl:sample:221:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,300,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:221,IYS:GoA2020:Stn3:trawl:sample:221:occ,IYS:GoA2020:Stn3:trawl:sample:221:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,49,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:221,IYS:GoA2020:Stn3:trawl:sample:221:occ,IYS:GoA2020:Stn3:trawl:sample:221:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,233,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:222,IYS:GoA2020:Stn3:trawl:sample:222:occ,IYS:GoA2020:Stn3:trawl:sample:222:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,291,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:222,IYS:GoA2020:Stn3:trawl:sample:222:occ,IYS:GoA2020:Stn3:trawl:sample:222:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:222,IYS:GoA2020:Stn3:trawl:sample:222:occ,IYS:GoA2020:Stn3:trawl:sample:222:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,212,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:223,IYS:GoA2020:Stn3:trawl:sample:223:occ,IYS:GoA2020:Stn3:trawl:sample:223:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,304,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:223,IYS:GoA2020:Stn3:trawl:sample:223:occ,IYS:GoA2020:Stn3:trawl:sample:223:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,38,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:223,IYS:GoA2020:Stn3:trawl:sample:223:occ,IYS:GoA2020:Stn3:trawl:sample:223:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,236,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:224,IYS:GoA2020:Stn3:trawl:sample:224:occ,IYS:GoA2020:Stn3:trawl:sample:224:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,288,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:224,IYS:GoA2020:Stn3:trawl:sample:224:occ,IYS:GoA2020:Stn3:trawl:sample:224:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,46,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:224,IYS:GoA2020:Stn3:trawl:sample:224:occ,IYS:GoA2020:Stn3:trawl:sample:224:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,195,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:225,IYS:GoA2020:Stn3:trawl:sample:225:occ,IYS:GoA2020:Stn3:trawl:sample:225:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,315,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:225,IYS:GoA2020:Stn3:trawl:sample:225:occ,IYS:GoA2020:Stn3:trawl:sample:225:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:225,IYS:GoA2020:Stn3:trawl:sample:225:occ,IYS:GoA2020:Stn3:trawl:sample:225:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,280,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:226,IYS:GoA2020:Stn3:trawl:sample:226:occ,IYS:GoA2020:Stn3:trawl:sample:226:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,297,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:226,IYS:GoA2020:Stn3:trawl:sample:226:occ,IYS:GoA2020:Stn3:trawl:sample:226:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,44,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:226,IYS:GoA2020:Stn3:trawl:sample:226:occ,IYS:GoA2020:Stn3:trawl:sample:226:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,231,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:227,IYS:GoA2020:Stn3:trawl:sample:227:occ,IYS:GoA2020:Stn3:trawl:sample:227:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,305,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:227,IYS:GoA2020:Stn3:trawl:sample:227:occ,IYS:GoA2020:Stn3:trawl:sample:227:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,56,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
IYS:GoA2020:Stn3:trawl:sample:227,IYS:GoA2020:Stn3:trawl:sample:227:occ,IYS:GoA2020:Stn3:trawl:sample:227:occ:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,269,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,
IYS:GoA2020:Stn3:trawl:sample:228,IYS:GoA2020:Stn3:trawl:sample:228:occ,IYS:GoA2020:Stn3:trawl:sample:228:occ:fork_length,Fork length,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,320,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,
